0,31471,125275.71823530445
1,31472,117280.04821108613
2,31473,74132.34686401684
3,31474,57526.842053382315
4,31475,111393.00960760457
5,31476,72567.6237921505
6,31477,84533.79907062282
7,31478,94514.33912889096
8,31479,77181.71252596806
9,31480,133425.84540001402
10,31481,109048.3767741502
11,31482,51000.0
12,31483,127955.69389029616
13,31484,53794.17577141632
14,31485,101000.0
15,31486,53805.127852226746
16,31487,130611.80576879867
17,31488,547000.0
18,31489,106403.25196231557
19,31490,32758.176864953573
20,31491,138884.42583700275
21,31492,127132.82840100273
22,31493,99156.94142490279
23,31494,122456.43872348043
24,31495,129156.8187276146
25,31496,282000.0
26,31497,220000.0
27,31498,85011.82545827892
28,31499,63811.58203459827
29,31500,122927.54916069833
30,31501,139034.15663974348
31,31502,82597.69014648149
32,31503,50000.0
33,31504,112305.67887035084
34,31505,115000.0
35,31506,289450.60111668287
36,31507,243000.0
37,31508,66540.38832121398
38,31509,396000.0
39,31510,179000.0
40,31511,123034.09240696821
41,31512,77275.02966010255
42,31513,61000.0
43,31514,55999.13815206678
44,31515,85318.0338543421
45,31516,104799.26063909824
46,31517,140000.0
47,31518,228036.76388141265
48,31519,210823.29703339507
49,31520,107516.85159615928
50,31521,94993.26365452512
51,31522,160000.0
52,31523,127174.4885276202
53,31524,68440.26362504928
54,31525,124182.80921048141
55,31526,87000.10044154215
56,31527,65081.13986567834
57,31528,67000.0
58,31529,138000.0
59,31530,73534.37618347947
60,31531,47171.92523746264
61,31532,107707.5658466376
62,31533,90000.0
63,31534,91479.9790951873
64,31535,87831.81566337611
65,31536,90524.06270976203
66,31537,118000.0
67,31538,177939.39376056587
68,31539,192035.95298397235
69,31540,183235.72842561704
70,31541,139998.92980083352
71,31542,116000.0
72,31543,78327.60492624862
73,31544,79685.85847235558
74,31545,61331.85446113207
75,31546,63803.828602425965
76,31547,102000.0
77,31548,86929.17433785829
78,31549,62091.284283363035
79,31550,52103.58689479168
80,31551,62394.16147039358
81,31552,71816.8418699025
82,31553,128121.1526003575
83,31554,129762.4939390684
84,31555,91523.33475610273
85,31556,67924.14615989426
86,31557,64317.19269902234
87,31558,67386.06380293865
88,31559,59740.90532850815
89,31560,108000.0
90,31561,260603.4038652223
91,31562,59785.66362849503
92,31563,148000.0
93,31564,63686.24802708231
94,31565,99299.3119043976
95,31566,139163.12716386476
96,31567,105046.21693226401
97,31568,92948.20178367516
98,31569,60290.96534947015
99,31570,81040.35127619156
100,31571,105966.50469317248
101,31572,100000.0
102,31573,92000.0
103,31574,133344.63863645098
104,31575,71397.40219331553
105,31576,151344.94128794628
106,31577,131568.5698091164
107,31578,118602.04971165606
108,31579,123000.0
109,31580,230000.0
110,31581,153914.52647682378
111,31582,77523.56102089414
112,31583,178000.0
113,31584,92206.19847241326
114,31585,203802.5401069515
115,31586,76417.41091850643
116,31587,81497.99728429691
117,31588,77984.37775835735
118,31589,106000.0
119,31590,141093.40179607927
120,31591,84953.48477033371
121,31592,80924.22102847928
122,31593,100644.2592094491
123,31594,110000.0
124,31595,288855.94391978765
125,31596,110360.27076797347
126,31597,104298.08141398101
127,31598,93857.97410638463
128,31599,56836.84603845938
129,31600,103000.0
130,31601,150632.40459807677
131,31602,93948.13624525236
132,31603,238849.8961691826
133,31604,115000.0
134,31605,161282.66182876553
135,31606,91475.03506500102
136,31607,106569.79080962694
137,31608,120114.99780701155
138,31609,109197.56346120776
139,31610,54698.2664759136
140,31611,72829.17368143468
141,31612,94922.07092991195
142,31613,64000.0
143,31614,70960.02503093051
144,31615,156917.7367406839
145,31616,98646.58731738312
146,31617,88203.92557597179
147,31618,88839.5746270402
148,31619,133995.32909501233
149,31620,147000.0
150,31621,102000.0
151,31622,101817.40284640699
152,31623,87011.28723589428
153,31624,108197.59405830738
154,31625,78626.46532022298
155,31626,104000.0
156,31627,95000.0
157,31628,97283.98786241908
158,31629,89441.58019440004
159,31630,198207.86192173677
160,31631,120612.61755273637
161,31632,87626.24799655468
162,31633,104000.0
163,31634,74331.1951788281
164,31635,135815.58891872913
165,31636,78263.45922846669
166,31637,142000.0
167,31638,101000.0
168,31639,78506.77522632178
169,31640,55988.19913827999
170,31641,220992.27536173488
171,31642,109101.67496788039
172,31643,73801.97929678702
173,31644,156314.18377700937
174,31645,51000.0
175,31646,145406.58546987193
176,31647,81736.88318564226
177,31648,76789.79466801477
178,31649,68041.88291030159
179,31650,62007.367587011955
180,31651,50577.62796497117
181,31652,86717.9935645108
182,31653,114114.44330140448
