31471,129145.14014227885
31472,118837.95404835194
31473,72897.72681589685
31474,54798.83013730231
31475,102844.91390672997
31476,68988.22151953647
31477,92651.01588175344
31478,96708.5672628511
31479,75254.0866348995
31480,138734.7259559082
31481,109715.58049796305
31482,49935.61716463698
31483,126397.26237150062
31484,51370.279350007855
31485,103059.57378978067
31486,53561.874498405
31487,128431.8833676272
31488,609907.4614368554
31489,100294.93051588739
31490,30219.54318525226
31491,139040.10706852004
31492,128353.27801126752
31493,96861.24070468638
31494,126080.94331349555
31495,127332.60060366696
31496,301562.33685695956
31497,215241.4140231936
31498,81163.92925243285
31499,62507.29203076237
31500,126784.19584475529
31501,136780.50129789457
31502,80749.99355281725
31503,55517.92113939092
31504,116136.9813185259
31505,124924.31906595897
31506,288530.6487247209
31507,257002.51555183443
31508,65002.41091568557
31509,403785.10757978173
31510,182889.58642032114
31511,124006.96663255864
31512,75191.12786378028
31513,58936.414107996374
31514,52772.53874755834
31515,85212.43275205648
31516,106367.83700395391
31517,143501.97300202504
31518,226558.82702802127
31519,214905.18573727645
31520,107027.51295523976
31521,93572.15755268934
31522,155766.14034055383
31523,131677.4316500214
31524,64900.572848406606
31525,122637.65298961934
31526,82936.96878560811
31527,61725.71664801119
31528,64007.21648174983
31529,136691.94329202396
31530,73834.72687383411
31531,43237.505791483774
31532,106189.9941224863
31533,95000.3886277807
31534,88709.48360835479
31535,82808.35276085405
31536,95977.53852822508
31537,115762.9832362623
31538,182160.953383032
31539,195403.1590618575
31540,180194.8319432208
31541,139425.4671724952
31542,117748.04546184385
31543,77866.66648393839
31544,82191.93079747049
31545,61377.934774983805
31546,62178.02869036561
31547,100684.94932397755
31548,83911.20234859224
31549,61232.99403233212
31550,45124.47708753543
31551,64442.864628326366
31552,72713.11650994701
31553,134768.78329286212
31554,130783.19647586813
31555,87268.92285656543
31556,64361.67778088416
31557,63128.16400377288
31558,66118.9186769165
31559,57788.41768774796
31560,109084.07264300622
31561,270725.1914556075
31562,57685.79504482333
31563,149655.3261936488
31564,63060.73229399041
31565,97099.9039913304
31566,132661.99335382623
31567,110294.95142145494
31568,89344.03424153625
31569,57548.27603332429
31570,79121.02106525739
31571,111892.68747576466
31572,95522.75115533419
31573,97601.22486419766
31574,131974.53977137484
31575,68298.87427080682
31576,153634.71285479545
31577,127148.69632459978
31578,113466.34671669539
31579,124655.87117003486
31580,234603.26471321064
31581,163997.7928850341
31582,75037.28569250269
31583,177050.16329198482
31584,88447.41266810338
31585,214156.69975434552
31586,73881.7396876366
31587,81064.91354791167
31588,74391.68680210777
31589,109716.21250769032
31590,141628.70159232646
31591,81809.41553928224
31592,78848.0972707735
31593,103879.15602586277
31594,107550.10638937904
31595,293517.5658149486
31596,116652.70302187522
31597,104210.37294775294
31598,97054.60427794834
31599,54889.69596106738
31600,104189.54808574551
31601,148666.03506356786
31602,94221.74062719669
31603,245203.47549866163
31604,115360.27272214099
31605,158637.11599255214
31606,89161.10879550195
31607,105813.00700496392
31608,121692.9128408461
31609,108439.62660809726
31610,51322.15825259444
31611,71634.7723043732
31612,92312.16127496095
31613,64978.02909740398
31614,69736.82267804508
31615,182075.49466924142
31616,105292.25520237155
31617,92097.50229515968
31618,84223.13549982432
31619,142783.87347794347
31620,174146.2724674233
31621,102054.68121917936
31622,102034.10587482575
31623,89059.59556213128
31624,109173.55979324691
31625,77258.73673985984
31626,105101.09598324033
31627,94928.90021042297
31628,95398.74415535596
31629,94405.28703814068
31630,198547.20913872297
31631,114021.24587327182
31632,88540.11433241017
31633,102420.0765765343
31634,74862.6298792616
31635,141885.1823640791
31636,80965.35395005638
